"ID","NAME","TYPE","ADDRESS","LATITUDE","LONGITUDE"
"10656807","CANTINA MERCATTO","Restaurant","20 WELLINGTON ST E","43.6482","-79.37661"
"10615586","CANTON CHILLI","Restaurant","418 SPADINA AVE","43.6563","-79.39964"
"9002397","CANTONESE GOURMET","Restaurant","1260 THE QUEENSWAY","43.62141","-79.52541"
"10646408","CANVAS ARTISTIC","Restaurant","3451 LAKE SHORE BLVD W, Bldg-1","43.59514","-79.5294"
"10663023","CANVAS EVENT VENUE","Banquet Facility","1381 CASTLEFIELD AVE","43.69803","-79.46438"
"10195176","CANYON CREEK CHOPHOUSE","Restaurant","430 PROGRESS AVE, Unit-D11","43.77584","-79.26235"
"10295671","CANYON CREEK CHOPHOUSE","Restaurant","25 CARLSON CRT","43.68932","-79.58451"
"10275616","CAP'S VARIETY STORE","Food Store (Convenience/Variety)","2701 EGLINTON AVE E","43.73618","-79.24947"
"9023778","CAPERS CATERING - VIP SITE","Serving Kitchen","909 LAKE SHORE BLVD W","43.62933","-79.41512"
"10290257","CAPERS CATERING ON LOCATION","Food Caterer","23 RAILSIDE RD, Unit-1","43.73934","-79.31978"
"10663164","CAPI AND THYME","Restaurant","4247 DUNDAS ST W","43.6591","-79.51385"
"10384872","CAPITAL ESPRESSO","Restaurant","1349 QUEEN ST W","43.64102","-79.43452"
"10295355","CAPITAL SWEET SAMOSA","Food Take Out","62 OVERLEA BLVD, Unit-6","43.70779","-79.34348"
"9002404","CAPITOL CAFE & RESTAURANT","Restaurant","597 COLLEGE ST","43.65521","-79.41396"
"9406883","CAPOCACCIA","Restaurant","1366 YONGE ST","43.68604","-79.39359"
"9002409","CAPRI BAGELS AND BUNS","Restaurant","173 MILLWICK DR","43.76011","-79.57022"
"9002411","CAPRI BAKERY","Restaurant","84 OAKDALE RD, Unit-2","43.73924","-79.52589"
"10624188","CAPRI CAFE","Restaurant","1659 ST CLAIR AVE W","43.67451","-79.45772"
"10394445","CAPRI TUCK SHOP","Food Store (Convenience/Variety)","5 CAPRI RD","43.65172","-79.56454"
"10421807","CAPRICORN CAFE","Restaurant","191 THE WEST MALL, UNIT-105","43.62618","-79.55885"
"9002416","CAPTAIN COOKES FISH & CHIPS","Food Take Out","219 PARLIAMENT ST","43.65682","-79.36492"
"9002417","CAPTAIN JACK","Restaurant","2 WHEELER AVE","43.67053","-79.29917"
"10494339","CAPTAIN JOHN DONLANDS FISH AND CHIPS","Restaurant","373 DONLANDS AVE","43.69328","-79.34226"
"9024196","CAPTAIN MATTHEW FLINDER'S","Chartered Cruise Boats","207 QUEENS QUAY W, Unit-2","43.63927","-79.38089"
"10629048","CAPTAIN'S BOIL","Restaurant","2655 YONGE ST","43.71583","-79.39993"
"10654720","CAPTAIN'S BOIL","Restaurant","5313 YONGE ST","43.77333","-79.41355"
"10581228","CAPTAIN'S CATCH","Restaurant","2111 SHEPPARD AVE E","43.77524","-79.33405"
"10489782","CAPTIAN MORGAN RUM BAR","Cocktail Bar / Beverage Room","40 BAY ST","43.64407","-79.37843"
"10605150","CARAFTED BEAN","Restaurant","298 DUNDAS ST W","43.6544","-79.39128"
"10671188","CARBONIC COFFEE","Restaurant","37 BALDWIN ST","43.65598","-79.39356"
"9002429","CARDINAL LEGER CHILD CARE CENTRE","Child Care - Catered","600 MORRISH RD","43.7931","-79.17571"
"10321778","CARDINAL NEWMAN HIGH SCHOOL","Cafeteria - Public Access","2675 KINGSTON RD","43.71753","-79.24103"
"9002433","CAREFREE LODGE","Nursing Home / Home for the Aged","306 FINCH AVE E","43.78502","-79.39404"
"10191594","CAREFREE PRE-SCHOOL","Child Care - Food Preparation","370 DIXON RD","43.69592","-79.55616"
"10559216","CARENS","Restaurant","1118 YONGE ST","43.67892","-79.39058"
"10609669","CARGO KTV","Restaurant","2347 KENNEDY RD, Bsmt-02","43.78407","-79.28829"
"10600389","CARIB 21","Restaurant","2039 EGLINTON AVE W","43.6942","-79.45616"
"9002441","CARIBBEAN CORNER","Food Store (Convenience/Variety)","171 BALDWIN ST","43.65485","-79.40026"
"10675365","CARIBBEAN COVE FAMILY RESTAURANT","Restaurant","3585 KEELE ST","43.75061","-79.48696"
"10502225","CARIBBEAN CUISINE","Restaurant","2140 KIPLING AVE","43.71903","-79.57086"
"10577822","CARIBBEAN CUISINE DELIGHT","Food Court Vendor","1530 ALBION RD, UNIT-FC6","43.74177","-79.58461"
"9030053","CARIBBEAN CUISINE DELIGHTS","Food Take Out","1700 WILSON AVE, Unit-85","43.72097","-79.51253"
"10555009","CARIBBEAN GRILL","Food Take Out","2806 VICTORIA PARK AVE","43.78812","-79.32944"
"10666605","CARIBBEAN HEAT","Restaurant","1300 FINCH AVE W, Unit-15","43.76485","-79.48988"
"10265856","CARIBBEAN HEAT FAMILY RESTAURANT 2","Restaurant","1530 ALBION RD, Unit-21","43.74177","-79.58461"
"10388935","CARIBBEAN HEAT FAMILY RESTAURANT 3","Restaurant","2356 FINCH AVE W","43.75209","-79.54426"
"9018116","CARIBBEAN ISLAND FOOD MARKET","Butcher Shop","3432 WESTON RD","43.75046","-79.54239"
"10694161","CARIBBEAN ISLANDS FRUIT CORNER","Food Store (Convenience/Variety)","1921 EGLINTON AVE E","43.72701","-79.28814"
"10684640","CARIBBEAN LEMON WEST INDIAN CUISINE","Restaurant","175 TORYORK DR, Unit-1","43.75919","-79.5571"
"10534096","CARIBBEAN LYME RESTAURANT","Restaurant","1780 ALBION RD","43.74459","-79.60556"
"10640099","CARIBBEAN OCEAN RESTAURANT","Restaurant","2480 EGLINTON AVE E, 9","43.73495","-79.25962"
"10550708","CARIBBEAN PALMS RESTAURANT","Restaurant","747 DON MILLS RD","43.71355","-79.3356"
"10537132","CARIBBEAN QUEEN","Food Court Vendor","6464 YONGE ST","43.79555","-79.42008"
"10694754","CARIBBEAN QUEEN","Food Take Out","393 JANE ST","43.65809","-79.48787"
"10678821","CARIBBEAN QUEEN","Food Take Out","300 BOROUGH DR","43.77629","-79.25802"
"10700199","CARIBBEAN QUEEN ALL YOU CAN EAT","Restaurant","14 BRADSTOCK RD, Bldg-14","43.73936","-79.53863"
"10321908","CARIBBEAN QUEEN ISLAND GRILL","Food Court Vendor","500 REXDALE BLVD, Unit-7","43.72039","-79.60006"
"10420375","CARIBBEAN QUEEN OF PATTIES","Food Take Out","1294 BLOOR ST W","43.65836","-79.44228"
"9002451","CARIBBEAN QUEEN ROTI HUT","Restaurant","2957 LAKE SHORE BLVD W","43.60043","-79.50579"
"9015627","CARIBBEAN SPLASH","Food Take Out","2414 EGLINTON AVE E","43.7325","-79.2694"
"10695886","CARIBBEAN SUN","Restaurant","2 STEINWAY BLVD, UNIT-1315","43.75343","-79.62005"
"10654232","CARIBBEAN SWEET SPOT","Restaurant","260 MARKHAM RD","43.74525","-79.21977"
"10589924","CARIBBEAN WAVE RESTAURANT","Restaurant","875 MILNER AVE, Unit-106-107","43.79839","-79.19595"
"10349048","CARIBU WEST INDIAN CUISINE","Restaurant","3412A WESTON RD","43.75046","-79.54239"
"10657013","CARISMA","Restaurant","15 TORONTO ST","43.65024","-79.37621"
"10607704","CARLA'S COOKIE BOX","Food Take Out","180 PRINCES BLVD","43.63292","-79.42056"
"9021768","CARLETON VILLAGE EARLY LEARNING CENTRE","Child Care - Catered","315 OSLER ST, Room-103-4","43.67236","-79.46003"
"10337142","CARLO'S NO FRILLS","Supermarket","6464 YONGE ST","43.79555","-79.42008"
"10356573","CARLO'S NO FRILLS","Supermarket","1591 WILSON AVE","43.71982","-79.50944"
"10250581","CARLOAD FRUIT MARKET","Food Store (Convenience/Variety)","2334 BLOOR ST W","43.65042","-79.48078"
"10680703","CARLOAD ON THE BEACH","Food Store (Convenience/Variety)","2054 QUEEN ST E","43.67076","-79.2975"
"10464273","CARLOS - HOUSE OF SPICE","Food Store (Convenience/Variety)","190 AUGUSTA AVE","43.65417","-79.40196"
"10640209","CARLOTTA","Restaurant","335 QUEEN ST W","43.64942","-79.39195"
"10370609","CARLTON CINEMA","Food Store (Convenience/Variety)","20 CARLTON ST","43.66163","-79.38158"
"10224829","CARLTON CONVENIENCE","Food Store (Convenience/Variety)","166 CARLTON ST","43.66331","-79.37381"
"10452387","CARLTON CONVENIENCE","Food Store (Convenience/Variety)","230 BATHURST ST","43.64893","-79.40479"
"9002483","CARLTON VILLAGE PUBLIC SCHOOL","Student Nutrition Site","315 OSLER ST, Unit-2","43.67236","-79.46003"
"10700139","CARMELITAS RESTAURANT","Restaurant","2982 DUNDAS ST W","43.66571","-79.46892"
"9002489","CARMELITE DAY NURSERY","Child Care - Food Preparation","108 HARRISON ST","43.65121","-79.42199"
"10461239","CARMEN","Restaurant","922 QUEEN ST W","43.64488","-79.41584"
"10575901","CARMEN PERUVIAN CUISINE","Restaurant","40 CARL HALL RD, Unit-212","43.74838","-79.47911"
"10415429","CARNICERO'S","Butcher Shop","93 FRONT ST E, Unit-26","43.64905","-79.37177"
"10671155","CAROLE'S CHEESECAKE BY NDLG","Food Take Out","2470 YONGE ST","43.71131","-79.3997"
"10563014","CAROLE'S CHEESECAKE CAFE","Restaurant","114 CUMBERLAND ST","43.6703","-79.39165"
"9002466","CAROLE'S CHEESECAKE COMPANY","Food Processing Plant","1272 CASTLEFIELD AVE","43.69955","-79.45875"
"10455290","CAROUSEL BAKERY","Food Take Out","93 FRONT ST E","43.64905","-79.37177"
"9007496","CAROUSEL CAFE","Restaurant","17 AVENUE OF THE ISLANDS","43.61944","-79.3739"
"9029544","CAROUSEL CHILD CARE DEVELOPMENT CENTRE","Child Care - Food Preparation","623 FINCH AVE W, Unit-101","43.77092","-79.4539"
"9089700","CARRIBEAN CONNECTION","Food Take Out","8 WESTMORE DR, Unit-N12","43.74227","-79.60457"
"10394942","CARRIBEAN CUISINE DELIGHT","Food Store (Convenience/Variety)","1 YORK GATE BLVD","43.75851","-79.51944"
"10617233","CARRIBEAN QUEEN JERK DRUM EXPRESS","Food Take Out","371 OAKWOOD AVE","43.6876","-79.43869"
"10187303","CARTER MANOR / MGBE INC","Boarding / Lodging Home - Kitchen","103 TYNDALL AVE","43.63677","-79.42792"
"9002509","CARUSO MINI MARKET","Food Store (Convenience/Variety)","2837 KINGSTON RD","43.72132","-79.23642"
"9002511","CASA BARCELONA","Restaurant","2980 BLOOR ST W","43.64802","-79.50967"
"9002517","CASA DA MADEIRA COMMUNITY CENTRE","Banquet Facility","1621 DUPONT ST","43.66485","-79.45503"
"10554349","CASA DAS BEIRAS","Restaurant","34 CALEDONIA RD","43.67613","-79.45545"
"9396472","CASA DI GIORGIO RISTORANTE","Restaurant","1646 QUEEN ST E","43.66686","-79.31522"
"9002523","CASA DO ALENTEJO COMMUNITY CENTRE","Restaurant","1130 DUPONT ST","43.66883","-79.43755"
"10435534","CASA DOS ACORES","Private Club","1136 COLLEGE ST, Flr-2","43.65245","-79.43356"
"10212558","CASA IMPERIAL FINE CHINESE CUISINE","Restaurant","4125 STEELES AVE E","43.81966","-79.32245"
"10492908","CASA LOMA","Banquet Facility","1 AUSTIN TER","43.67812","-79.40953"
"9002527","CASA LOMA CHILD CARE CENTRE","Child Care - Food Preparation","160 KENDAL AVE","43.67602","-79.41105"
"10392886","CASA MANILA","Restaurant","879 YORK MILLS RD, Unit-1","43.75505","-79.34867"
"10611240","CASA MIA DELICATESSEN AND FINE FOODS","Supermarket","1985 QUEEN ST E","43.66976","-79.30017"
"10597334","CASA RICIA BANQUET HALL","Restaurant","4801 STEELES AVE W","43.77078","-79.54152"
"10558040","CASA SUSHI","Restaurant","469 DANFORTH AVE","43.67768","-79.35"
"10232745","CASA VERA MONTESSORY SCHOOL","Child Care - Catered","2000 KEELE ST","43.69742","-79.47573"
"10693568","CASABLANCA","Restaurant","1108 DUNDAS ST W","43.64942","-79.42027"
"10691732","CASAMENTO","Food Take Out","214 AUGUSTA AVE","43.65478","-79.40212"
"10617790","CASEY HOUSE HOSPICE","Serving Kitchen","119 ISABELLA ST","43.66893","-79.37828"
"10362190","CASPI RESTAURANT","Restaurant","2727 STEELES AVE W, Unit-101","43.78237","-79.48933"
"10541363","CASPIAN BAKERY","Bakery","3003 SHEPPARD AVE E","43.77603","-79.31827"
"10695811","CASS AVENUE","Restaurant","150 EGLINTON AVE E","43.70791","-79.39401"
"9002552","CAST FOR KIDS CHILD CARE CENTRE","Child Care - Catered","1430 SHEPPARD AVE W, Unit-3","43.74543","-79.48826"
"10224560","CASTELLO SPORTS BAR","Restaurant","1468 ST CLAIR AVE W","43.676","-79.45299"
"10458922","CASTILLO VARIETY","Food Store (Convenience/Variety)","1602 DUFFERIN ST","43.67559","-79.44237"
"10482730","CASTLE PARK PLAYSCHOOL","Child Care - Catered","1971 QUEEN ST E","43.6695","-79.30119"
"9002557","CASTLEVIEW WYCHWOOD TOWERS","Nursing Home / Home for the Aged","351 CHRISTIE ST","43.67339","-79.42117"
"9002558","CASTRO'S LOUNGE","Restaurant","2116 QUEEN ST E, Unit-1","43.67135","-79.29489"
"10668488","CATERING BY NIKOS","Food Caterer","963 O'CONNOR DR","43.70837","-79.31034"
"10535193","CATERING KITCHEN","Cafeteria - Public Access","170 PRINCES BLVD","43.63269","-79.41994"
"10249333","CATHOLIC BOARD OF EDUCATION CAFE","Cafeteria - Private Access","80 SHEPPARD AVE E","43.76285","-79.4081"
"9002583","CATHOLIC SETTLEMENT HOUSE DAY NURSERY","Child Care - Food Preparation","131 MC CAUL ST","43.6546","-79.39129"
"9002586","CATTLEMEN MEAT MARKET","Butcher Shop","1538 QUEEN ST W","43.64003","-79.43948"
"10648514","CAULDRON ICE CREAM","Ice Cream / Yogurt Vendors","502 QUEEN ST W","43.64774","-79.40128"
"9002590","CAVALLINO SPORTS CAFE","Restaurant","930 THE QUEENSWAY","43.62442","-79.51198"
"10561958","CAVALRY BAPTIST CHURCH","Food Bank","72 MAIN ST","43.68107","-79.29936"
"10228409","CAVIAR CENTRE","Food Store (Convenience/Variety)","220 DUNCAN MILL RD, Bsmt","43.76227","-79.35281"
"9031080","CAVIAR DIRECT","Food Store (Convenience/Variety)","93 FRONT ST E","43.64905","-79.37177"
"10625515","CC LEMON SNACK BAR","Food Store (Convenience/Variety)","10 NORTHTOWN WAY, Bldg-113","43.77583","-79.41324"
"10700631","CE BON VARIETY","Refreshment Stand (Stationary)","672 KINGSTON RD","43.67931","-79.29731"
"10351783","CEDAR DRIVE SNACK PROGRAM","Student Nutrition Site","21 GATESVIEW AVE","43.74586","-79.21505"
"10285581","CEDAR RIDGE CREATIVE CENTRE","Banquet Facility","225 CONFEDERATION DR","43.75744","-79.20713"
"9415277","CEDARBRAE COLLEGIATE","Cafeteria - Public Access","550 MARKHAM RD","43.75635","-79.22593"
"9002605","CEDARBRAE DAY NURSERIES","Child Care - Food Preparation","20 GREENCREST CRCT","43.75837","-79.22343"
"9002608","CEDARBRAE GOLF & COUNTRY CLUB","Restaurant","55 MAC FROST WAY","43.83914","-79.22995"
"10420383","CEDARBROOK LODGE","Retirement Homes(Licensed)","520 MARKHAM RD","43.75488","-79.22492"
"10381678","CEDARBROOK PARK CRC","Banquet Facility","91 EASTPARK BLVD","43.75566","-79.22742"
"10438579","CEDARHURST","Retirement Homes(Licensed)","2601 BAYVIEW AVE","43.75146","-79.38398"
"10642522","CEDARVALE TERRACE LONG TERM CARE HOME","Nursing Home / Home for the Aged","429 WALMER RD","43.68545","-79.41238"
"10613371","CELEBRITY CHEF SPICES","Restaurant","1823 WESTON RD","43.69943","-79.51364"
"10522019","CELEBRITY CLUB","Private Club","110 THE ESPLANADE","43.64791","-79.37234"
"10687292","CELEBRITY PURE VEGETARIAN CUISINE AND RETAIL","Food Take Out","1474 EGLINTON AVE W","43.69816","-79.43984"
"10363894","CELENA'S BAKERY","Bakery","2036 DANFORTH AVE","43.68564","-79.31437"
"10289036","CELESTIAL CHURCH OF CHRIST","Serving Kitchen","465 WILSON AVE, Unit-102","43.73529","-79.44252"
"10499170","CELLAR DOOR RESTAURANT","Restaurant","3003 LAKE SHORE BLVD W","43.60003","-79.50771"
"9002620","CENTENARY SEVEN OAKS CHILDCARE CENTRE","Child Care - Catered","9 NEILSON RD","43.78165","-79.20358"
"10273776","CENTENIAL COLLEGE STUDENT ASSOCIATION","Restaurant","941 PROGRESS AVE","43.78527","-79.22703"
"10477121","CENTENNIAL COLLEGE","Cafeteria - Public Access","951 CARLAW AVE","43.68466","-79.34886"
"9002619","CENTENNIAL COLLEGE EARLY CHILDHOOD EDUCATION + SATELLITE","Child Care - Food Preparation","550 MORTIMER AVE","43.69065","-79.32731"
"9002627","CENTENNIAL INFANT & CHILD CENTRE - DAY CARE PROGRAM (LICENSED) -1580 YONGE","Child Care - Catered","1580 YONGE ST","43.69057","-79.39548"
"10188157","CENTENNIAL PARK PLACE","Retirement Homes(Licensed)","25 CENTENNIAL PARK RD","43.65327","-79.58206"
"10250263","CENTRA FOOD MARKET (NY)","Supermarket","2592 FINCH AVE W","43.74863","-79.56166"
"10644520","CENTRAL CAFE TORONTO","Restaurant","52 BATHURST ST","43.64201","-79.40234"
"9002646","CENTRAL EGLINTON CHILDREN'S CENTRE","Child Care - Food Preparation","223 EGLINTON AVE E","43.70791","-79.39085"
"9002647","CENTRAL ETOBICOKE H.S.","Secondary School Food Services","10 DENFIELD ST","43.67902","-79.55549"
"10673182","CENTRAL MARKET","Food Store (Convenience/Variety)","1430 KING ST W, Unit-105","43.63716","-79.43604"
"10194058","CENTRAL MARKET TROPICAL WHOLESALE OUTLET","Food Store (Convenience/Variety)","5010 STEELES AVE W","43.75962","-79.59301"
"9002652","CENTRAL MONTESSORI PRE-SCHOOL","Child Care - Catered","200 SHEPPARD AVE E, Flr-Bsmt","43.76387","-79.40167"
"9383078","CENTRAL MONTESSORI PRIVATE SCHOOL","Child Care - Catered","18 COLDWATER RD","43.75584","-79.35846"
"10554809","CENTRAL MONTESSORI SCHOOL - MAPLEHURST CAMPUS","Child Care - Catered","181 MAPLEHURST AVE","43.76399","-79.40277"
"9002653","CENTRAL MONTESSORI SCHOOLS","Child Care - Catered","157 WILLOWDALE AVE","43.76666","-79.40042"
"10219974","CENTRAL NEIGHBOURHOOD HOUSE","Community Kitchen (Meal Program)","349 ONTARIO ST","43.66058","-79.36909"
"10222731","CENTRAL NEIGHBOURHOOD HOUSE","Child Care - Catered","15 PROSPECT ST","43.66656","-79.37111"
"9002654","CENTRAL NEIGHBOURHOOD HOUSE DAY CARE","Child Care - Food Preparation","349 ONTARIO ST","43.66058","-79.36909"
"10658385","CENTRAL RESTAURANT KAFE","Restaurant","1828 WESTON RD","43.6991","-79.51404"
"9002667","CENTRAL TECHNICAL SCHOOL","College / University Food Services","725 BATHURST ST","43.66373","-79.40876"
"10436513","CENTRAL TECHNICAL SCHOOL - CULINARY SCHOOL","Community Kitchen (Meal Program)","725 BATHURST ST","43.66373","-79.40876"
"10475797","CENTRE CAFE","Food Take Out","5 PARK HOME AVE","43.76856","-79.41477"
"9002673","CENTRE DES PIONEERS","Institutional Food Services","33 HAHN PL, Unit-104","43.64941","-79.3627"
"10549035","CENTRE EDUCATIF A PETITS PAS","Child Care - Catered","29 MEADOWVALE RD","43.7774","-79.15731"
"9003772","CENTRE FOR ADDICTION AND MENTAL HEALTH","Hospitals & Health Facilities","250 COLLEGE ST","43.65851","-79.39896"
"9021822","CENTRE FOR ADDICTION AND MENTAL HEALTH","Institutional Food Services","1001 QUEEN ST W","43.64479","-79.41893"
"9003141","CENTRE FOR EARLY CHILDHOOD EDUCATION","Child Care - Food Preparation","45 GOLFDOWN DR","43.72224","-79.55212"
"9002676","CENTRE ISLAND FOOD SERVICES LTD","Food Depot","1 CENTRE ISLAND PK","43.61522","-79.37728"
"10315506","CENTRO ABRUZZO CHILD CARE CENTRE","Child Care - Catered","340 FALSTAFF AVE","43.72052","-79.48227"
"9002682","CENTRO TRATTORIA & FORMAGGI","Supermarket","1224 ST CLAIR AVE W, Unit-2","43.67777","-79.44492"
"9002680","CENTRO-CLINTON DAY CARE CENTRE","Child Care - Food Preparation","460 MANNING AVE","43.65765","-79.41406"
"10543670","CESAR'S LATIN MARKET","Food Store (Convenience/Variety)","2515 FINCH AVE W","43.74947","-79.55337"
"10615352","CESTAR","Cafeteria - Private Access","265 YORKLAND BLVD","43.77335","-79.336"
"10607323","CEYLON SPICE","Restaurant","2 BLOOR ST W","43.67041","-79.38723"
"10620133","CGC GINSENG INC.","Food Store (Convenience/Variety)","4675 STEELES AVE E, Unit-2A17-18","43.82416","-79.30253"
"10643179","CHA TIME","Restaurant","90 WESTON RD","43.67459","-79.47024"
"10693935","CHABAD LUBAVITCH OF YORK MILLS","Child Care - Catered","2437 BAYVIEW AVE","43.73921","-79.38164"
"10662446","CHABAD OF MIDTOWN - ST. CLAIR","Child Care - Food Preparation","544 ST CLAIR AVE W","43.68287","-79.42088"
"10241498","CHABAD OF MIDTOWN-BATHURST","Child Care - Catered","1344 BATHURST ST","43.67936","-79.41703"
"10546276","CHABAN","Restaurant","872 THE QUEENSWAY","43.62458","-79.51051"
"10612358","CHABROL","Restaurant","90 YORKVILLE AVE","43.67116","-79.39184"
"10654369","CHADANI INDIAN CUISINE","Restaurant","51 COLBORNE ST","43.64906","-79.37473"
"10678932","CHAI POCHANA","Restaurant","809 ST CLAIR AVE W","43.68043","-79.43063"
"10624733","CHAINSMOKER","Restaurant","3509 BATHURST ST","43.72891","-79.43164"
"10691683","CHAINSMOKER URBAN BARBECUE","Restaurant","5555 EGLINTON AVE W, Unit-E112","43.65004","-79.60354"
"10562201","CHAIWALA","Food Processing Plant","100 BRIDGELAND AVE, Unit-2B","43.72619","-79.46153"
"10362349","CHAKO BARBEQUE ISAKAYA","Restaurant","2190 MCNICOLL AVE","43.81477","-79.29491"
"10638704","CHAKULA HUT","Food Take Out","1871 O'CONNOR DR","43.72199","-79.30349"
"10357736","CHAKULA TAMU","Food Depot","1690 EGLINTON AVE W","43.69689","-79.44597"
"10459804","CHALK'S KITCHEN CATERER","Elementary School Food Services","315 GRANDRAVINE DR","43.74747","-79.512"
"10514988","CHALKERS PUB, BILLIARDS, BISTRO","Restaurant","247 MARLEE AVE, Flr-2","43.70576","-79.44206"
"9002699","CHALKFARM P.S.","Student Nutrition Site","100 CHALKFARM DR","43.72712","-79.5144"
"9002701","CHALLENGE","Chartered Cruise Boats","201 QUEENS QUAY W, Unit-12","43.63984","-79.38039"
"9043397","CHAMINADE HIGH SCHOOL","Secondary School Food Services","490 QUEENS DR, Unit-2","43.7101","-79.49606"
"9002706","CHAMPION'S OFF TRACK BETTING","Cocktail Bar / Beverage Room","421 DUNDAS ST W","43.65342","-79.39534"
"9002707","CHAMPIONS CHILDREN'S CENTRE","Child Care - Catered","9 GRENOBLE DR, Room-115","43.71528","-79.33226"
"9002708","CHAMPIONS OFF-TRACK WAGERING","Restaurant","729 GERRARD ST E","43.66637","-79.34762"
"10614881","CHAMPIONS ON BLOOR","Food Take Out","696 BLOOR ST W","43.66406","-79.41752"
"10302426","CHAMPIONS ON THE DANFORTH","Restaurant","1075 DANFORTH AVE","43.68062","-79.33546"
"9024028","CHAMPS FOOD SUPPLIES","Food Depot","11 WIDMER ST","43.64694","-79.39118"
"10680509","CHAMSINE","Restaurant","235 QUEEN ST E","43.65453","-79.36942"
"10683864","CHAMSINE","Restaurant","132 DUNDAS ST E, Bldg-1","43.65685","-79.3763"
"10428416","CHANDNI CHOWK","Restaurant","1426 GERRARD ST E","43.67234","-79.32254"
"10655625","CHANINADE COLLEGE SCHOOL","Student Nutrition Site","490 QUEENS DR","43.7101","-79.49606"
"10680687","CHANTECLER BOUCHERIE","Butcher Shop","1318 QUEEN ST W","43.64188","-79.43125"
"10622680","CHAPLUS","Restaurant","6464 YONGE ST, Bldg-164","43.79555","-79.42008"
"10632928","CHAPLUS","Food Take Out","3250 MIDLAND AVE, Unit-G121","43.80514","-79.28761"
"10461543","CHAPMAN'S SPECIALTY FOODS CATERING","Food Caterer","1875 LESLIE ST","43.75641","-79.35919"
"10517901","CHAR N0.5","Cocktail Bar / Beverage Room","75 LOWER SIMCOE ST","43.64302","-79.38379"
"10660452","CHARCOAL AND SALT","Restaurant","5523 YONGE ST","43.7785","-79.41488"
"10586040","CHARIDISE","Restaurant","27 BALDWIN ST","43.65601","-79.39346"
"9002727","CHARLES G. FRASER SCHOOL","Student Nutrition Site","79 MANNING AVE","43.64854","-79.40949"
"9416544","CHARLEY'S CARIBBEAN CUISINE","Restaurant","1158 MORNINGSIDE AVE, Unit-3","43.80111","-79.19979"
"10435716","CHARLEY'S GRILLED SUBS","Food Court Vendor","500 REXDALE BLVD","43.72039","-79.60006"
"9022541","CHARLEY'S WEST INDIAN FOODS","Butcher Shop","1170 MORNINGSIDE AVE","43.80111","-79.19979"
"10632160","CHARLIE'S FRIEND ART CAFE","Restaurant","1165 BLOOR ST W","43.65921","-79.43808"
"10348515","CHARLIE'S MEAT","Butcher Shop","6220 YONGE ST","43.79555","-79.42008"
"9386116","CHARLIE'S MEATS","Butcher Shop","222 LANSDOWNE AVE","43.64771","-79.43912"
"10315899","CHARLIE'S MEATS","Butcher Shop","3401 LAWRENCE AVE E","43.75855","-79.23029"
"10272090","CHARLIE'S MEATS (inside No Frills)","Butcher Shop","1880 EGLINTON AVE E","43.72553","-79.29949"
"10408296","CHARLIES MEATS","Butcher Shop","25 PHOTOGRAPHY DR","43.68678","-79.48377"
"10230387","CHARLOO'S WEST INDIAN FOODS","Supermarket","1646 VICTORIA PARK AVE, Unit-10","43.73093","-79.30585"
"9002748","CHARLOTTETOWN BLVD CHILD","Child Care - Catered","111 ISLAND RD","43.7978","-79.13742"
"10552565","CHARMAINE SWEETS","Bakery","115 VANDERHOOF AVE","43.7128","-79.35861"
"10684607","CHARMINAR INDIAN CUISINE","Restaurant","925 WARDEN AVE, Unit-2","43.73136","-79.28832"
"10431690","CHART ROOM BAR/LOUNGE","Restaurant","1 HARBOUR SQ","43.64086","-79.37708"
"9002751","CHARTLAND CHILD CARE","Child Care - Catered","109 CHARTLAND BLVD S","43.79963","-79.27793"
"10189697","CHARTWELL AVONDALE","Retirement Homes(Licensed)","1238 QUEEN ST E","43.66358","-79.32974"
"10471078","CHASE RESTAURANT & BAR","Restaurant","10 TEMPERANCE ST, Flr-5th","43.65107","-79.37933"
"10533092","CHASERS","Food Processing Plant","218 NORTH QUEEN ST","43.6169","-79.55768"
"10702575","CHASKA","Restaurant","218 ADELAIDE ST W","43.64853","-79.38776"
"10663215","CHASKA EXPRESS","Food Court Vendor","595 BAY ST","43.65622","-79.3833"
"10688332","CHASKA EXPRESS","Restaurant","3 CONCORDE GT","43.72915","-79.32862"
"10690139","CHAT BAR","Restaurant","5312 YONGE ST, Bldg-A2","43.77299","-79.41419"
"10636502","CHAT ONE","Food Take Out","369 WILSON AVE","43.73644","-79.43729"
"10407860","CHATIME","Restaurant","3250 MIDLAND AVE","43.80514","-79.28761"
"10702110","CHATIME","Restaurant","163 KING ST E","43.65056","-79.37143"
"10681401","CHATIME","Food Take Out","754 BROADVIEW AVE","43.67586","-79.35882"
"10665794","CHATIME","Food Take Out","2354 YONGE ST","43.70859","-79.39902"
"10665119","CHATIME","Food Take Out","1265 MILITARY TRL, Unit-SL016","43.7839","-79.18629"
"10663628","CHATIME","Food Take Out","461 QUEEN ST W","43.64837","-79.39726"
"10661876","CHATIME","Food Take Out","677 BLOOR ST W","43.66385","-79.41647"
"10649715","CHATIME","Food Take Out","3401 DUFFERIN ST, Unit-405B","43.72608","-79.45147"
"10586691","CHATIME","Food Take Out","439 YONGE ST","43.66107","-79.38276"
"10510170","CHATIME","Food Store (Convenience/Variety)","337 BLOOR ST W","43.66716","-79.40058"
